"root","class1","class1OrderLTR","class1OrderLINE","class1OrderSINE","class2"
-0.312911125445268,-0.309533538596081,-0.322299479756821,-0.0908478897397715,-0.0175485577398029,-0.340384877475539
-0.314988129973721,-0.31130682579549,-0.323687904826713,-0.0911443825710227,-0.0175982274426965,-0.341086853657898
-0.315703647748724,-0.311557785667202,-0.323911296435944,-0.0912163999126117,-0.0183078859154696,-0.341464792919261
-0.314778624778616,-0.309956046863962,-0.323868263942961,-0.0904874646462549,-0.0184081577116598,-0.341166310727114
-0.316863640121353,-0.311588995044851,-0.3275727067869,-0.0920251924740469,-0.018412090487907,-0.34407551210793
-0.316843100010628,-0.309670156244728,-0.327168528670366,-0.0920137566577131,-0.0184564064321321,-0.344819852357779
-0.317517863328588,-0.313159612571849,-0.328559865670533,-0.0909837041913001,-0.0190547826000884,-0.344388622353675
-0.317015873324598,-0.314096570201903,-0.327963282307739,-0.0930505324842921,-0.0189175431023098,-0.347309829832302
-0.318999128927013,-0.311735523345719,-0.329774546759606,-0.0929609828556719,-0.0187954327716731,-0.347319388079522
-0.318551598124788,-0.31467548566217,-0.329007250435619,-0.0937027786274325,-0.0193468755975843,-0.347148463527509
-0.319970686856726,-0.313750270397728,-0.329286815127339,-0.0929192934926385,-0.019556258361111,-0.349757405902081
-0.321156525023035,-0.315379126512258,-0.331090674033362,-0.0930854484361116,-0.0197048200310412,-0.350378334080732
-0.320685445391928,-0.315796824583621,-0.332847108994475,-0.0935787819419631,-0.0198718761921278,-0.351491622914346
-0.322268125708165,-0.314932824249786,-0.332582094446238,-0.0931973753024708,-0.0201081323363349,-0.353182951746071
-0.324402578026637,-0.315285270523282,-0.33390647485774,-0.0933673590223738,-0.0197239691539369,-0.354538945814169
-0.322623738503332,-0.317116541806238,-0.332257961963616,-0.0930602001284801,-0.020105793186183,-0.355262110229398
-0.325377907543712,-0.318920566289239,-0.335277140440884,-0.0924596539574442,-0.0202577702157073,-0.357027771829561
-0.324177966748863,-0.318352627920075,-0.33669019147832,-0.0949808779263922,-0.020930415640927,-0.356760373174391
-0.324876486486788,-0.321146441610486,-0.336983206287605,-0.0944973705090029,-0.0208553108789341,-0.357874711052321
-0.327238460860649,-0.320327222363492,-0.336548730052573,-0.0942843897621828,-0.0210687593124152,-0.359276993682711
-0.327349746373034,-0.320927059337741,-0.33773928382416,-0.0961253560767919,-0.0210053647065491,-0.35932951548037
-0.327579315113397,-0.322787190858463,-0.339061310229925,-0.0958089018343412,-0.0216063654615967,-0.358986893283285
-0.32720459749159,-0.321670382682439,-0.337746555600747,-0.0958937221109265,-0.0217019274484586,-0.3611318926682
-0.328890080861604,-0.322775865627414,-0.339461217626382,-0.0953676232667831,-0.0216875799389739,-0.362676744781669
-0.33054259801495,-0.322407785740495,-0.340460982894012,-0.0957627826144862,-0.0220936242044723,-0.366387094833841
-0.330538707585221,-0.325880457584413,-0.339348876668954,-0.0955292995815954,-0.0221127958375604,-0.364982202709168
-0.33206858258508,-0.325067968768976,-0.342015986773319,-0.096202104303383,-0.0223159042216015,-0.366710474702504
-0.332910091039885,-0.32623381451133,-0.341112497864092,-0.0961469085851014,-0.022055624160845,-0.367052552669947
-0.331149043926898,-0.32630232381673,-0.342426650164624,-0.0959004230964212,-0.0224597113372861,-0.366613720582041
-0.333027188852752,-0.328081615594298,-0.342138703952482,-0.0961257690748414,-0.0230861183633189,-0.370108637750819
-0.33209543080522,-0.327115691933594,-0.345287886325008,-0.0963829624723512,-0.0234360735338579,-0.372418888816591
-0.334877943932122,-0.329838976429865,-0.345080536008216,-0.0963358434128569,-0.0239110929627432,-0.373202004504795
-0.334023254169481,-0.329223982681162,-0.346306488245753,-0.0972171433003012,-0.024144953925629,-0.373931715959209
-0.336143316092374,-0.330904690587845,-0.345509964185701,-0.0973788466683843,-0.0240137990602494,-0.37621879210027
-0.336457051440536,-0.330451825477136,-0.347025829920722,-0.0982338725532988,-0.0240538034734781,-0.375584646718741
-0.33778489352843,-0.33243074249172,-0.345972926226722,-0.0980764828756893,-0.0241562558892165,-0.377070047212679
-0.338178449145581,-0.333713899597509,-0.347587840564512,-0.0973126641346289,-0.0243186188927366,-0.378148961698189
-0.338833743346887,-0.334821919808507,-0.348126689213196,-0.0983736170145071,-0.0240843378586234,-0.378586403756315
-0.340255310898898,-0.335896866270995,-0.349208253196377,-0.0984754573700618,-0.0245505287861166,-0.380058815623573
-0.341340875238162,-0.335914334650668,-0.349878666375203,-0.0986519703755458,-0.0246921930486362,-0.380020710015812
-0.342515778007868,-0.337040500550117,-0.350792712714549,-0.0988743961553605,-0.0249668150814969,-0.381424163562739
